Company,Team Category,Team Sub-Category,Social Copy,Content Pillar,Category
tredence,,,"A big win, bold ideas, and breakthrough tech — that’s how Tredence showed up at hashtag#DES25
 
We were honored to receive the prestigious Finkelstein Award for Advancement in Data Engineering Education & Upskilling, recognizing our commitment to building future-ready talent in the data space.
As a Gold Sponsor at one of India’s largest Data Engineering Summits by Analytics India Magazine, we made every moment count — from thought-provoking conversations at our booth to an inspiring keynote by Maulik Dixit on ""The Agentic Shift: Reimagining Data Engineering."" The session struck a chord with attendees exploring what’s next in the evolution of data systems and autonomous agents.
 
Our booth buzzed with energy as 250+ visitors stopped by to explore our offerings and career pathways. The AI quiz turned into a crowd favorite, with over 120 participants competing and top scorers winning exclusive Tredence goodies. The attendees also got a hands-on glimpse into AI in action through a VR demo showcasing predictive maintenance — an experience that drew 90+ participants and left a lasting impression.
And then there was Teo — our first agentic employee and AI assistant — roaming the venue, engaging in real-time conversations, and clicking selfies with curious attendees.
 
DES25 wasn’t just an event — it was a showcase of the future of data engineering, and we were thrilled to be at the heart of it.

hashtag#TredenceAtDES25 hashtag#Tredence hashtag#BeyondPossible hashtag#DES25",Events,Personal
tredence,,,"What happens when three people take on AI’s biggest blind spot?

They build a 3,500-strong global force that redefines how data science delivers impact. Tredence wasn’t built on dashboards—it was built on outcomes. This is the story of last-mile AI done right.

Read how it all began
https://lnkd.in/gxZbuxGF",Others,Personal
tredence,,,"As part of our CSR commitment, Tredence joined hands with Hope for the Children Foundation to launch the Child-Friendly Anganwadi Project in Talegaon, Pune. Together, we impacted the lives of 415 children and 42 Anganwadi staff across 21 centers—laying the groundwork for safer, more nurturing early learning environments.
 
Highlights of the initiative:
💠 Transformed Anganwadi centers into child-friendly, engaging learning spaces.
💠 Empowered Anganwadi workers through Training of Trainers (ToT) programs.
💠 Delivered Life Skills and Wellness sessions to enhance staff well-being
Strengthened child protection awareness and practices.
💠 Provided educational kits and essential learning materials.

A heartfelt thank you to our dedicated volunteers whose energy and compassion fueled this initiative. Your support—especially in distributing educational materials—made a meaningful impact, reflecting the strength of collective community action.
 
Together, we're shaping a brighter future—one child at a time.

hashtag#TredenceCare hashtag#Tredence hashtag#BeyondPossible",Others,Authority
tredence,,,"Tredence is excited to be a launch partner with Databricks on the release of Data Intelligence for Marketing—a unified data and AI platform that powers real-time insights and personalized marketing at scale.

Integrated with leading Martech tools and built with privacy-first principles (GDPR, CCPA), the platform enables marketers to move faster, act smarter, and drive measurable impact—boosting engagement, loyalty, and revenue.

Together, Databricks and Tredence are helping brands unlock intelligent, contextual experiences that fuel long-term growth.

https://lnkd.in/gBzfDkmR
",Thought Leadership,Authority
tredence,,,"Tredence is excited to be a launch partner with Databricks on the release of Data Intelligence for Marketing—a unified data and AI platform that powers real-time insights and personalized marketing at scale.

Integrated with leading Martech tools and built with privacy-first principles (GDPR, CCPA), the platform enables marketers to move faster, act smarter, and drive measurable impact—boosting engagement, loyalty, and revenue.

Together, Databricks and Tredence are helping brands unlock intelligent, contextual experiences that fuel long-term growth.

https://lnkd.in/gBzfDkmR",Others,Authority
tredence,,,"Databricks & Tredence: Shaping the Next Frontier of Data Intelligence | Experience It Live at DAIS 2025 

Over the past year, Tredence and Databricks have done more than collaborate—we’ve ignited a Data Intelligence movement. By blending deep platform expertise with industry context, we’re unlocking scalable, real-time AI transformation across the enterprise. 
Here’s how this vision is taking shape: 

💠 Launch partners for cutting-edge solutions—GenAI and EDW. 
💠 Unveiled a Case Study Compendium alongside the Databricks executive team, spotlighting real-world impact across key industries. 
💠 Co-authored a 5-star Amazon bestseller, demystifying the Databricks Data Intelligence Platform. 
💠 Built a 600+ strong team of certified experts and launched Databricks Champions Perspectives, a hub spotlighting insights from 20+ Databricks Champions. 
💠 Influenced platform evolution as strategic product advisors within the Databricks ecosystem. 

This is more than partnership—it’s progress in motion. 
Meet us at Booth #664 at DAIS 2025 to explore our galaxy of autonomous AI agents powered by Databricks and Mosaic AI. 
https://lnkd.in/g9Tn9PHm",Events,CTA
tredence,,,"The future of data engineering is agentic—and it's closer than you think.
 
Join Maulik Dixit at hashtag#DES2025 and discover how AI-native agents are changing the game—automating the data lifecycle, transforming team dynamics, and unlocking new value.
 
Come be part of the shift!
15th May, 2025 | 11:20 AM to 11:50 AM
Hotel Radisson Blu, Bengaluru",Events,CTA
tredence,,,"𝐁𝐫𝐢𝐜𝐤 𝐛𝐲 𝐁𝐫𝐢𝐜𝐤. 𝐁𝐨𝐨𝐦 𝐛𝐲 𝐁𝐨𝐨𝐦.
𝐖𝐞’𝐫𝐞 𝐭𝐡𝐞 𝟓𝐗 𝐏𝐚𝐫𝐭𝐧𝐞𝐫 𝐨𝐟 𝐭𝐡𝐞 𝐘𝐞𝐚𝐫 𝐚𝐧𝐝 𝐰𝐞’𝐫𝐞 𝐣𝐮𝐬𝐭 𝐰𝐚𝐫𝐦𝐢𝐧𝐠 𝐮𝐩!
 
We are thrilled to be named: 
💠 𝐓𝐡𝐞 𝐃𝐚𝐭𝐚𝐛𝐫𝐢𝐜𝐤𝐬 𝟐𝟎𝟐𝟓 𝐀𝐦𝐞𝐫𝐢𝐜𝐚𝐬 𝐆𝐫𝐨𝐰𝐭𝐡 𝐏𝐚𝐫𝐭𝐧𝐞𝐫 𝐨𝐟 𝐭𝐡𝐞 𝐘𝐞𝐚𝐫
💠 𝐓𝐡𝐞 𝐃𝐚𝐭𝐚𝐛𝐫𝐢𝐜𝐤𝐬 𝟐𝟎𝟐𝟓 𝐑𝐞𝐭𝐚𝐢𝐥 & 𝐂𝐏𝐆 𝐏𝐚𝐫𝐭𝐧𝐞𝐫 𝐨𝐟 𝐭𝐡𝐞 𝐘𝐞𝐚𝐫 — 𝐟𝐨𝐫 𝐭𝐡𝐞 𝐟𝐨𝐮𝐫𝐭𝐡 𝐬𝐭𝐫𝐚𝐢𝐠𝐡𝐭 𝐲𝐞𝐚𝐫

This is the compounding power, when two forces co-innovate, co-build and co-create with purpose. ",Others,Personal
tredence,,,"The future of data engineering is agentic—and it's closer than you think.
 
Join Maulik Dixit at hashtag#DES2025 and discover how AI-native agents are changing the game—automating the data lifecycle, transforming team dynamics, and unlocking new value.
 
Come be part of the shift!
15th May, 2025 | 11:20 AM to 11:50 AM
Hotel Radisson Blu, Bengaluru
",Events,CTA
tredence,,,"We are delighted to announce that Tredence has emerged as a 𝟑𝐗 '𝐋𝐞𝐚𝐝𝐞𝐫' 𝐢𝐧 𝐭𝐡𝐞 𝐅𝐨𝐫𝐞𝐬𝐭𝐞𝐫 𝐖𝐚𝐯𝐞™: 𝐂𝐮𝐬𝐭𝐨𝐦𝐞𝐫 𝐀𝐧𝐚𝐥𝐲𝐭𝐢𝐜𝐬 𝐒𝐞𝐫𝐯𝐢𝐜𝐞𝐬, 𝐐𝟐 𝟐𝟎𝟐𝟓.

Forrester identified, researched and evaluated the top customer analytics service providers and Tredence received the highest possible scores of 5/5 in 15 criteria. In their report, Forrester states, ""𝐓𝐫𝐞𝐝𝐞𝐧𝐜𝐞 𝐢𝐬 𝐛𝐞𝐬𝐭 𝐢𝐧 𝐜𝐥𝐚𝐬𝐬 𝐟𝐨𝐫 𝐜𝐨𝐦𝐩𝐚𝐧𝐢𝐞𝐬 𝐥𝐨𝐨𝐤𝐢𝐧𝐠 𝐟𝐨𝐫 𝐞𝐧𝐝-𝐭𝐨-𝐞𝐧𝐝 𝐂𝐗𝐌 𝐭𝐫𝐚𝐧𝐬𝐟𝐨𝐫𝐦𝐚𝐭𝐢𝐨𝐧, 𝐬𝐩𝐞𝐞𝐝 𝐭𝐨 𝐢𝐧𝐬𝐢𝐠𝐡𝐭𝐬, 𝐚𝐧𝐝 𝐬𝐮𝐩𝐞𝐫𝐢𝐨𝐫 𝐥𝐚𝐬𝐭-𝐦𝐢𝐥𝐞 𝐚𝐝𝐨𝐩𝐭𝐢𝐨𝐧.""

Tredence obtained a Leadership position and received the highest possible scores in 15 criteria, including: 

💠 Current offering category: Data sources and types, customer data models, customer experience, personalization, customer acquisition, customer retention, emerging analytics, ModelOps, insights delivery, insights activation, measurement and metrics, and data literacy and analytics training. 
💠 Strategy category: Vision, partner ecosystem, and pricing flexibility and transparency. 

𝐓𝐡𝐞 𝐤𝐞𝐲 𝐡𝐢𝐠𝐡𝐥𝐢𝐠𝐡𝐭𝐬 𝐨𝐟 𝐭𝐡𝐞 𝐫𝐞𝐩𝐨𝐫𝐭 𝐚𝐫𝐞 𝐚𝐬 𝐟𝐨𝐥𝐥𝐨𝐰𝐬:

➡️ Tredence seeks to aid its clients in navigating a future with a reduced dependency on consultants and an increased reliance on agentic systems by developing an automated stack featuring “agents as a service.
➡️ All reference customers praised Tredence’s data science and thought leadership expertise.
➡️ In partnership with major Hyperscalers, Tredence continues to add accelerators to its arsenal, collecting accolades such as Databricks’ 2024 Retail and CPG Partner of the Year.
➡️ Tredence offers solid support for verticals such as retail, consumer packaged goods (CPG), and travel and hospitality, and continues to add verticals such as telecom media technology; banking, financial services, and insurance; and healthcare and life sciences.

We extend our sincere gratitude to our clients, investors, analysts, and partners for their unwavering support and guidance. Special thanks to the exceptional Tredence team, whose dedication and expertise made this remarkable achievement possible. 
https://lnkd.in/g7_WM3sJ",Others,Personal
tredence,,,"We’re proud to share that Arpan Dasgupta, who leads our BFSI business, has been ranked #16 among the Top 25 Financial Services Consultants and Leaders of 2025.
 
This recognition goes beyond a personal milestone—it reflects the bold and transformative work our BFSI team is leading with some of the world’s top banks and financial institutions. It highlights the trust our clients place in us and the real-world impact we’re delivering together.
We're proud of how far we've come—and even more excited about where we're headed. The best is yet to come.

https://lnkd.in/gRTZip9h",Others,Personal
tredence,,,"From curiosity to game-changing impact — a look back at the voices that shaped Infinity AI. Watch how our teams, leaders, and visionaries see AI transforming life, work, and the future. 

This video is just a glimpse—more powerful moments and perspectives dropping soon. Stay tuned for more stories, ideas, and AI magic!",Thought Leadership,Personal
tredence,,,"The countdown is on! 

hashtag#DES25 is where innovation meets impact — and Tredence is at the heart of it.

Be there to learn, connect, and get inspired.
Watch this space for all the action!

hashtag#TredenceAtDES hashtag#Tredence hashtag#BeyondPossible hashtag#DES ",Events,CTA
tredence,,,"We're excited to announce our collaboration with Snowflake to transform the automotive manufacturing and supply chain ecosystem with AI-powered, GenAI-enabled solutions — built on the Snowflake AI Data Cloud.
 
What’s under the hood?

 ✔ 400+ domain-specific KPIs across the value chain
 ✔ GenAI-powered migration accelerators from SAP BW/HANA to Snowflake
 ✔ Industry 4.0 Command Center for a 360° operational view
 ✔ AI models for predictive maintenance, energy savings, and quality optimization
 ✔ Real-time, contextual decision-making at scale

 This unified platform helps OEMs, suppliers, and fleet operators move beyond legacy systems and toward a modern, unified data foundation that fuels real-time visibility, predictive insights, and operational agility.
 
Learn how we’re driving the future of automotive AI: https://lnkd.in/gaiQkRB8",Thought Leadership,Authority
tredence,,,"In a world overwhelmed by data and delayed decisions, Praveen Koushik Satyanarayana breaks down how Agentic AI is ushering in a new era of autonomous, real-time intelligence. 
 
By moving beyond static dashboards and siloed insights, he explores how businesses can now unify CX, digital analytics, and commerce media to act faster, smarter, and more strategically — all without waiting for the next report. 
 
If you’re looking to cut through the noise and act smarter, faster, and more ethically, this one’s for you.
https://lnkd.in/gxZn_AYZ",Thought Leadership,Authority
tredence,,,"We had 𝐒𝐧𝐨𝐰 𝐌𝐮𝐜𝐡 𝐅𝐮𝐧 on Day 1 at Snowflake Summit 2025. From a buzzing booth to impactful client conversations, it was a true powerhouse of innovation and momentum.

𝐇𝐞𝐫𝐞 𝐚𝐫𝐞 𝐭𝐡𝐞 𝐬𝐧𝐨𝐰𝐲 𝐡𝐢𝐠𝐡𝐥𝐢𝐠𝐡𝐭𝐬 𝐭𝐡𝐚𝐭 𝐦𝐚𝐝𝐞 𝐃𝐚𝐲 𝟏 𝐞𝐯𝐞𝐧 𝐜𝐨𝐨𝐥𝐞𝐫:

• Devang Pandya, Vice President and Head of the Snowflake Business Unit, delivered a powerful session at the @Fivetran booth titled “𝐆𝐞𝐧𝐀𝐈-𝐏𝐨𝐰𝐞𝐫𝐞𝐝 𝐌𝐨𝐝𝐞𝐫𝐧𝐢𝐳𝐚𝐭𝐢𝐨𝐧”, sharing how Tredence is helping enterprises migrate and modernize workloads while accelerating GenAI adoption.

• The day wrapped with “𝐒𝐡𝐨𝐰𝐜𝐚𝐬𝐢𝐧𝐠 𝐭𝐡𝐞 𝐅𝐮𝐭𝐮𝐫𝐞 𝐨𝐟 𝐀𝐈 𝐚𝐧𝐝 𝐃𝐚𝐭𝐚 𝐈𝐧𝐧𝐨𝐯𝐚𝐭𝐢𝐨𝐧”, a thought-provoking fireside chat between OpenAI CEO @Sam Altman and Snowflake CEO Sridhar Ramaswamy, on how enterprises can drive immediate impact through the convergence of data and AI.
 
Our AI agents sparked meaningful conversations on accelerating Decision Intelligence across industries—by embedding autonomous agents into enterprise workflows, we’re helping organizations shift from reactive decisions to proactive, outcome-driven strategies.
 
Stop by booth #2515 to explore how you can migrate from legacy platforms, experience our Agentic Supply Chain & Manufacturing Command Center, and dive into enterprise GenAI transformation for scalable adoption.
 
We’re all set to bring 𝐒𝐧𝐨𝐰 𝐌𝐮𝐜𝐡 𝐈𝐧𝐭𝐞𝐥𝐥𝐢𝐠𝐞𝐧𝐜𝐞 on Day 2—see you there!",Events,CTA
tredence,,,"The partnership that keeps breaking boundaries — and rewriting the rules.
Our collaboration with Databricks is more than a partnership — it’s a shared vision brought to life in the Data & AI cloud. Together, we’ve pushed limits, delivered industry-defining innovations, and set new standards for what’s possible when great minds and powerful platforms align.

This long-standing alliance has consistently delivered impact — from accelerating AI adoption to solving last-mile challenges at scale. It hasn’t just broken records; it’s redefined what modern data & AI partnerships should look like.
And we’re just getting started.

We’re beyond excited to return to the Databricks Data+AI Summit this year — bigger, bolder, and ready to make our mark. Join us as we showcase the future of Decision Intelligence powered by Agentic AI — where autonomy meets action, and insights drive outcomes.
Jun 9-12
Moscone Center, San Francisco
Booth #664
https://lnkd.in/g9Tn9PHm",Events,CTA
tredence,,,"𝐀𝐈 𝐀𝐠𝐞𝐧𝐭𝐬: 𝐍𝐨𝐭 𝐇𝐲𝐩𝐞. 𝐉𝐮𝐬𝐭 𝐭𝐡𝐞 𝐍𝐞𝐱𝐭 𝐒𝐭𝐞𝐩

In a recent conversation with Michael Vizard, Unmesh Kulkarni, Head of Generative AI at Tredence, explains why AI agents aren't a sudden leap but a natural progression in technology. 

Built on decades of AI development, these agents are designed to collaborate with humans, not replace them. Unmesh emphasizes the shift towards role-based agents and highlights the significance of data and organizational culture in their effective implementation. 

If you're interested in understanding the future of work and how to prepare for it, this discussion offers valuable insights.
https://lnkd.in/eeit_6DR",Thought Leadership,Authority
